,itemCode,yahooID,itemName,description
614,YG30184,yg30184,Moose Welcome Sign,"A Black Forest Decor Exclusive - A friendly forest resident greets your guests in the wooden Moose Welcome Sign with a vintage look.  This regal moose with pine branches makes your home or cabin an inviting place.  Measures 16""W x 3/4""D x 27 3/4""H. ~"
615,PK15401,forest-trails-round-placemat,Forest Trails Round Placemat,"This scalloped cotton placemat sets a nature-inspired table with graceful leaves, pinecones and acorns layered with vintage stamps and script. Self backed. Machine wash. 17âDia."
616,PK21837BLK,large-black-bear-canister,Large Black Bear Canister,"Topped with a metal bear sculpture in a black finish, this round glass canister displays mementos or decorative items. Not food safe. 5âDia. x 10 1/2âH"
617,2PG30SJM7508C18,bears-in-canoe-hooked-pillow,Bears in Canoe Hooked Pillow,"A Black Forest Decor Exclusive - Whimsical bear designs add fun cabin style to the hand-hooked 100% wool pillows with zippered cotton velvet backing. Measures 14""W x 18""L. ~"
618,AD0193TUR201,whiskey-river-turquoise-rug-5-x-8,Whiskey River Turquoise Rug - 5 x 8,"A Lone Star Western Decor Exclusive - Rich chocolate brown and oatmeal form the perfect backdrop for red, bright turquoise and sunset gold diamonds on the premium nylon Whiskey River Turquoise 5 x 8 Rug.  Fade and stain resistant.  Made in the USA.  Measures 5'4""W x 7'8""L. ~ Ships from the manufacturer.  Allow 2 weeks.  Cannot express ship."
619,CARJB6411,timber-woods-v-valance,"Timber Woods ""V"" Valance","Exclusive - Enhance your windows with the striped woven poly chenille Timber Woods ""V"" Valance in olive, brown, black and cream with a top ""V"" layer in brown faux leather embellished with an embroidered black bear and fringe.  Dry clean.  Measures 54""W x 18""H. ~"
620,DS13224,turquoise-and-silver-scroll-rectangular-tissue-box,Turquoise & Silver Scroll Rectangular Tissue Box,"Exclusive - Add western flair to your bath with the polyresin Turquoise & Silver Scroll Rectangular Tissue Box with a silver and gold metalwork look and faux turquoise stones. Measures 10""W x 5Â¼""D x 4""H. ~"
621,DS21568,spur-curtain-rod-and-rod-holders,Spur Curtain Rod & Rod Holders,"Featuring metal horseshoes and spurs in a rich brown finish with silver accents, the Spur Curtain Rod & Rod Holders give your window treatments a western kick.  Includes two brackets and heavy duty curtain rod that extends from 44"" to 82"" long.  Measures 48""W (min.) x 3 3/4""D x 9""H.  Mounting hardware included. ~"
622,DS21977,metal-western-star-mirror,Metal Western Star Mirror,"Exclusive - Three western stars and studs decorate the frame of this rustic metal mirror in an antique brown finish.  Measures 20Â¼""W x 1Â¾""D x 29Â½""H. ~"
623,HXTW3003C,hxtw3003c,Running Horse Cream Towel Set (3 pcs),"Made of luxurious 100% cotton with embroidered galloping horses, the Running Horse Cream Towel Set is an invigorating sight at the start of the day.  Set includes one 28"" x 51"" bath towel, one 16"" x 31"" hand towel and one 11"" x 20"" wash towel. ~ Ships from the manufacturer.  Allow 1 to 2 weeks.  Cannot express ship or ship to Alaska or Canada."
624,HXWD8004SOOC,tooled-flower-leather-outlet-cover,Tooled Flower Leather Outlet Cover,"A Lone Star Western Decor Exclusive - With a tooled floral design, topstitching and silver rivets, the resin Tooled Flower Leather Outlet Cover is full of western detail. ~"
625,HXWD8006SROC,barnwood-and-leather-single-rocker-plate,Barnwood & Leather Single Rocker Plate,"Exclusive - An aged barnwood design is highlighted by leather-look details, silver studs and rope trim on these rugged resin switch plates. Measures 3Â¼""W x 5Â¼""H. ~"
626,VXVL55403BBZ,canyon-3-light-vanity,Canyon Vanity Light - 3 Light,"Add grace and warmth to your room with the Canyon 3 Light Vanity.  This lodge vanity light is made from metal and features deer and pine tree silhouettes.  Finished in burnished bronze with amber flake glass shades and uses three 100-watt max bulbs.  UL listed for damp locations.  Measures 24""W x 8""D x 14""H. ~ Ships from the manufacturer. Allow 1 week. Cannot express ship or ship to Alaska."
627,2DD25657,moose-and-bear-lodge-stoneware-moose-bowl,Moose Lodge Stoneware Bowl,"An earthy red glaze with a moose forest scene makes the Moose and Bear Lodge Stoneware Moose Bowl the perfect complement to cabin meals.  Microwave and dishwasher safe.  Measures 6""Dia. x 3""H. ~"
628,2HMDI1763,pinewood-forest-dinnerware,Pinewood Forest Dinnerware,"Pines drift into view on this ceramic dinnerware set in soothing natural colors. Includes four 16-oz. mugs, four 5 3/4""Dia. bowls, four 8 1/2""Dia. salad plates and four 10 3/4""Dia. dinner plates."
629,2BG87273,forest-signs-moose-shaped-lotion-dispenser,Forest Signs Moose Lotion Dispenser,"Accent your lodge bathroom with the Forest Signs Moose Shaped Lotion Dispenser.  This lotion dispenser features a cute sitting moose for a fun addition to your home. <ul><li>Resin</li> <li>4 1/4""W x 3""D x 7 1/4""H</li> <li>Multicolor</li> <li>Hand wash or wipe with damp cloth </li> </ul> ~ Ships from the manufacturer. Allow 1 week. Cannot express ship."
630,2SCSB5413C,distressed-ceramic-cross-vase-turquoise,Distressed Ceramic Cross Vase - Turquoise,"Exclusive - Display fresh-cut blooms in these ceramic bottle-style vases embossed with intricate crosses and words of inspiration.  Measures 4Â¼""W x 4Â¼""D x 12""H. ~"
631,AQW130001,majestic-moose-wood-panel,Majestic Moose Wood Panel,"A Black Forest Decor Exclusive - Printed on knotted wood in warm soothing colors, the Majestic Moose Wood Panel brings rustic beauty to your room.  Measures 23Â½""W x 1""D x 16""H. ~"
632,CL3036STWC474,snowshoe-table-lamp,Snowshoe Table Lamp,"A Black Forest Decor Exclusive - Crafted with genuine snowshoes from Canada, the wood Snowshoe Table Lamp is topped by a laced woodchip shade.  Made in the USA.  Uses one 100-watt max 3-way bulb.  Measures 15""W x 11""D x 30""H. ~ Ships from the manufacturer.  Allow 2 to 3 weeks.  Cannot express ship or ship to Alaska."
633,KE1960W,ke1960w,Moose & Pine Wash Cloth,"A Black Forest Decor Exclusive - Richly embroidered with textured moose and pine trees, the soft 100% cotton Moose & Pine Wash Cloth pampers your cabin guests in shades of nutmeg, chocolate brown and crisp green.  Machine wash.  Measures 13""W x 13""L. ~"
634,PD53053XB219,mountain-majesty-hand-towel,Mountain Majesty Hand Towel,"Jacquard-woven in three classic patterns, these 100% cotton towels bring southwest luxury to your bath. Machine wash. 18âW x 30âL"
635,VVDSCO7515,rustic-star-table-lamp,Rustic Star Table Lamp,"A Lone Star Western Decor Exclusive - With a burlap shade and a weathered wood finish, the polyresin Rustic Star Table Lamp with circled star embellishment has a vintage look.  Uses one 150-watt max bulb.  Measures 16""W x 12""D x 29""H. ~"
636,VXT0219,weathered-patina-lantern-pendant-light,Weathered Patina Lantern Pendant Light,"Exclusive - Bring targeted light and classic Old West style to your home with this steel pendant in a weathered patina finish with clear glass shade. Uses one 100-watt max bulb. UL listed for exterior damp locations. Includes 9' of wire and 2' of chain. Measures 8""W x 8""D x 14Â¾""H. ~"
637,YG17812,bear-metal-hanging-wall-clock,Bear Metal Hanging Wall Clock,"This metal hanging wall-mount clock with bear and tree silhouettes is sure to spark conversation. Uses two AA batteries (not included). 14 1/4""W x 4 1/4""D x 22 3/4""H"
638,PK97185,tree-iron-hook,Tree Iron Hook,Update your lodge entryway with these iron hooks in a black finish with metal art silhouettes. ~
639,SIX9345,black-bear-and-log-basket,Black Bear & Log Basket,A Black Forest Decor exclusive - Three black bear cubs play on this hand-painted polyresin basket with a hollowed log look and pinecone accents. For decorative use only. 14âW x 9 1/2âD x 10âH
640,CARJB3042,canyon-shadows-sofa-cover,Canyon Shadows Sofa Cover,"A Black Forest Decor Exclusive - Transform your living room with the poly woven chenille Canyon Shadows Sofa Cover featuring southwest diamond patterns in shades of brown with turquoise, red and rust highlights.  Dry clean.  Measures 74""W x 170""L. ~"
641,KE13017A,black-bear-lodge-tumbler,Black Bear Lodge Tumbler,"Featuring a playful black bear, the resin Black Bear Lodge Tumbler adds the perfect rustic detail to your bath.  Measures 4Â½""W x 4Â¾""H. ~"
642,GL17A,gl17a,Round Cowhide Placemat - 16 Inch,"Create a beautiful western spread with the handcrafted hair-on-cowhide 16 Inch Round Cowhide Placemat with prominent star design and leather laced edges.  Natural cowhide color and pattern may vary.  Measures 16""W. ~"
643,LAFORST30WCW,laforst30wcw,Forest Wall Hanging - Large,"Streaks of rust, copper and green from a unique color wash finish create a sunlight effect on towering pines on the Forest Large Wall Hanging.  Designed by Neil Rose, this metal art piece is crafted from laser-cut cold-rolled steel.  Measures 20 1/2""W x 30""H.  Made in the USA. ~ Ships from the manufacturer.  Allow 1 to 2 weeks.  Cannot express ship or ship to Alaska or Canada."
644,DS13297,faux-antler-tray,Faux Antler Tray,"Exclusive - Create a rustic display with this tray featuring two palmated polyresin antlers in a realistic finish. Measures 5Â¾""W x 3Â½""D x 3""H. ~"
645,2BG50331,pine-cone-diamond-bath-rug,Pinecone Diamond Bath Rug,"Make a statement in your bathroom with the Pine Cone Diamond Bath Rug, adorned with a pinecone and diamond motif in natural gold, sage green and terracotta for a true lodge feel. <ul><li>Heat transfer print on 100% nylon</li> <li>20""W x 33""L</li> <li>Machine washable </li> <li>Made in the USA</li> </ul> ~ Ships from the manufacturer. Allow 1 week. Cannot express ship."
646,2PPHSV12,pine-trees-embroidered-valance,Pine Trees Embroidered Valance,"Exclusive - Intricately embroidered pinecones and pine trees on taupe cotton bring outdoor beauty to these lined rod pocket valances. Machine wash. Measures 58""W x 14""H each. ~"
647,VCCVAP1653,canyon-rim-table-lamp,Canyon Rim Table Lamp,"Featuring a drip glaze in turquoise, gold and copper, this ceramic and metal table lamp with a mocha silk shade offers an elegant western look. Uses one 3-way 150-watt max bulb. 32 1/2âH"
648,DS62024,desert-run-southwestern-placemats-set-of-4,Desert Run Southwestern Placemats (Set of 4),"Exclusive - Galloping horse silhouettes add spirit to stripes and geometrics in a southwest palette of cream, indigo, coral and gray on these polyester linens. Table runner features faux suede and fringe trim. Machine wash. Measures 14""W x 19""L each. ~"
649,LKRA1131,twisted-timber-black-bears-cross,Twisted Timber Black Bears Cross,"Two black bears climb among intertwined tree branches on this rustic, polyresin wall cross. 9""W x 1 1/2""D x 16""H"
650,LKRA4668,antler-double-switch-plate,Antler Double Switch Plate,"The resin faux Antler Double Switch Plate completes your rustic rooms.  Hardware included.  Measures 5Â½""W x 1""D x 6""H. ~"
651,LKRA4668,antler-double-switch-plate,Antler Double Switch Plate,"The resin faux Antler Double Switch Plate completes your rustic rooms.  Hardware included.  Measures 5Â½""W x 1""D x 6""H. ~"
652,LKRA8933,turquoise-tooled-leather-lotion-pump,Turquoise Tooled Leather Lotion Pump,"Jeweled silver conchos embellish the durable resin Turquoise Tooled Leather Lotion Pump with silver metal pump.  Measures 3"" Dia. x 7 1/2""H. ~"
653,PK11347DM,gingham-plaid-moose-valance,Gingham Plaid Moose Valance,"Add rustic appeal to windows with this gingham plaid cotton valance with moose silhouette patches. Dry clean. 60""W x 14""H"
654,CARJB2068,canyon-shadows-bed-set-queen,Canyon Shadows Bed Set - Queen,"A Black Forest Decor Exclusive - A dazzling diamond design is woven in red, coral, turquoise and chocolate on the southwestern Canyon Shadows Queen Bed Set with two-tone brown microsuede, antique brass rivets and faux leather fringe for rugged appeal.  Bed sets include 88""W x 94""L comforter, 60""W x 80""L x 15""H bedskirt, two 20""W x 27""L standard shams and 9""W x 20""L fringed neckroll.  Additional pillows sold separately.  Dry clean. ~"
655,CARJB2074,canyon-shadows-valance,"Canyon Shadows ""V"" Valance","A Black Forest Decor Exclusive - A dazzling diamond design is woven in red, coral, turquoise and chocolate on a fabric ""V"" overlay on the southwestern Canyon Shadows ""V"" valance with chocolate microsuede and faux leather fringe for rugged appeal.  Dry clean.  Measures 54""W x 15""H with 3"" rod pocket. ~"
656,CARJB4057,highlands-cabin-bed-set-king,Highlands Cabin Bed Set - King,"A Black Forest Decor Exclusive - Create a classic cabin look with the Highlands Cabin King Bed Set featuring woven red plaid complemented by embroidered tan chenille, riveted faux leather and olive and chocolate microfiber suede.  Bed sets include 110""W x 96""L comforter, 76""W x 80""L x 15""H bedskirt, two 20""W x 37""L king shams and one 9""Dia. x 20""L neckroll.  Dry clean. ~"
657,CARJB4114,western-paisley-beaumont-alternate-euro-sham,Western Paisley Beaumont Alternate Euro Sham,"A Black Forest Decor Exclusive - Rich brown, caramel and tan paisley woven chenille with a microfiber welt gives the Western Paisley Beaumont Alternate Euro Sham a sophisticated look.  Zipper closure.  Dry clean.  Measures 27""W x 27""L. ~"
658,HXWD2011,mission-trail-wall-cross,Mission Trail Wall Cross,"A Lone Star Western Decor Exclusive - A wood cross in a distressed and stained cream finish is layered with turquoise resin tooled leather and a cast iron scroll cross with rhinestones to create the gorgeous Mission Trail Wall Cross.  Measures 14""W x 22""H. ~"
659,KE13013E,rather-be-fishing-tissue-box,Rather Be Fishing Tissue Box,"Emblems of fishing life and vintage lodge signs turn your bath into a rustic getaway.  Resin bath accessories and 100% cotton ivory towels.  Measures 7""W x 7""D x 7Â¼""H. ~"
660,HXBW3190CH,barbed-wire-bath-runner-tan,Barbed Wire Tan Bath Runner,"Bold black barbed wire gives these polyester rugs a rugged look.  Non-skid rubber back.  Machine washable.  Measures 24""W x 60""L each. ~"
661,HXDI4001SK01TQ,savannah-turquoise-salt-and-pepper-shakers,Savannah Turquoise Salt & Pepper Shakers,"Textured in floral tooled leather patterns, these handcrafted turquoise stoneware pieces bring western detail to your kitchen.  Microwave, oven and dishwasher safe.  Measures 2Â¼""W x 2Â¼""D x 3Â½""H. ~"
662,KM07102600144DU,ducks-unlimited-plaid-light-square-pillow,Ducks Unlimited Plaid Light Square Pillow,"Cotton/poly blend with Ducks Unlimited logo. Machine wash cold, tumble dry low. ~"
663,ERPP1161336RTT,forest-pines-braided-table-runner,Forest Pines Braided Table Runner,"Exclusive - Elegant pine trees add natural beauty to these table linens, woven in 100% natural jute for a cozy, traditional look. Spot clean with cold water. Measures 13""W x 36""L. ~"
664,ERSTOP01,southwestern-jute-stair-tread,Southwestern Jute Stair Tread,Add color and style to your stairs with these braided 100% jute treads with hand-printed western designs. Rug pad recommended. 8 1/4âW x 27âL each
665,KM07170000012BC,bone-collector-sheet-set-queen,Bone Collector Sheet Set - Queen,"Showcase your love of hunting and outdoor culture with the Bone Collector Queen Sheet Set, made from a 55% cotton/45% poly percale.  This set features a scattered skull logo and Michael Waddell signature in brown and khaki on warm tan.  Set includes flat sheet, fitted sheet and two engineered 21""W x 26""L standard pillow cases.  Machine wash. ~ Ships from the manufacturer.  Allow 1 to 2 weeks.  Cannot express ship or ship to Alaska or Canada."
666,WRWD24590,yellowstone-ii-throw,Yellowstone II Throw,"Make a statement in your bedroom with the Yellowstone II Throw, adorned with stunning Native American-inspired geometrics in turquoise, red, and shades of brown for a true tribal feel. <ul><li>Acrylic/poly/wool blend</li> <li>Yellowstone fabric</li> <li>60""W x 72""L</li> <li>Blanket stitch on outside edge</li> <li>Made in the USA</li> </ul> ~ Ships from the manufacturer. Allow 3 to 5 weeks. Cannot express ship."
667,DS13339,elk-antler-bowl,Elk Antler Bowl,"Bring the wild into your style with this elegant decorative bowl featuring polyresin antlers. 13 1/5""W x 13 1/5""D x 5 1/5""H"
668,DS15110,oval-antler-mirror,Oval Antler Mirror,"Make a statement on your walls with this oval wall mirror framed with interlocking resin antlers.Â  20""W x 3 1/4""D x 26""H"
669,DS22243,pine-tree-metal-curtain-tiebacks,Pine Tree Metal Curtain Tie Backs,"Detailed pine tree accents add rustic appeal to this wrought iron window hardware. Set of two. Mounting hardware included. 9""W x 4 1/2""D x 5 1/4""H"
670,LKRA1126,climbing-black-bears-bath-set-set-of-4,Climbing Black Bears Bath Set - Set of 4,"Curious, climbing black bears embellish this polyresin accessories for lodge charm. Set includes lotion pump, tumbler, soap dish and toothbrush holder."
671,NTZORBSTOL39RX2,zorro-barstool-set-of-2,Zorro Barstool - Set of 2,"Bring classic western style to your decor with the Zorro Barstool. Hand tooled antique brown leather, in a Classico design, is chiseled and carved by leather artisans and accented with nailhead trim. Each leather hide is selected for the best quality and wood is seasoned to age gracefully with a rustic finish. Each measures 17""W x 17""D x 30""H. Sold in a set of two.  ~  Ships from the manufacturer.  Allow 6 to 8 weeks.  Cannot express ship.  This item can be customized. Please email teresa@blackforestdecor.com or call 800-605-0915, ext. 778 to inquire about custom furniture orders and large bulk order discounts. Additional discounts may be available for large bulk orders. ~ Ships from the manufacturer. Allow 6 to 8 weeks. Cannot express ship."
672,OPDM316B,bear-rustic-metal-lamp,Bear Rustic Metal Lamp,"Exclusive - Rustic powder coating with exposed edges and seams enhances the character of these 3-D, 18-gauge metal art lamps with a pine log base and laced shade.  Each uses one 40-watt max bulb.  Handmade in the USA.  Measures 12""W x 12""D x 21""H each. ~"
673,MUMMRSCHS,antler-shower-curtain-hooks-set-of-12,Antler Shower Curtain Hooks - Set of 12,"A Black Forest Decor Exclusive - Cast from genuine shed antler crowns, the resin and metal Antler Shower Curtain Hooks add an outdoor element to your bath.  Set of 12 measure 2""Dia. each. ~"
674,MWCFSBRF,black-bear-family-mountain-sofa-cover,Black Bear Family Mountain Sofa Cover,"A Black Forest Decor Exclusive - Transform your sofa into a work of art with the acrylic/poly tapestry Black Bear Family Mountain Sofa Cover depicting a black bear family by artist Greg Giordano.  Made in the USA.  Machine wash.  Measures 70""W x 170""L. ~"
675,2DD70224,midnight-bear-metal-table-lamp,Midnight Bear Metal Table Lamp,"A Black Forest Decor Exclusive - Black metal art bear and tree silhouettes and a round burlap shade give the accent lamp with a brown-finished base rustic beauty. Uses one 60-watt max bulb. Measures 11""Dia. x 18Â½""H. ~"
676,2HMDI1761,western-visions-dinnerware-set-16-pcs,Western Visions Dinnerware Set (16 pcs),"A beige background with compelling mocha imagery of the western plains graces this ceramic dinnerware. Set includes four 16-oz. mugs, four 10 3/4""Dia. dinner plates, four 8 1/2""Dia. salad plates and four 5 3/4""Dia. bowls."
677,2OHME0176,longhorn-western-plates-4-pcs,Longhorn Western Plates (4 pcs),"Serve ranch guests in style with these melamine pieces in a clever paper plate design printed with longhorn and western designs and matching stoneware mugs. Dishwasher safe. Dimensions available online. Measures 9""Dia. each. ~"
678,2DD25661,moose-and-bear-lodge-stoneware-bear-dinner-plate,Bear Lodge Stoneware Dinner Plate,"An earthy green glaze with a bear forest scene makes the Moose and Bear Lodge Stoneware Bear Dinner Plate the perfect complement to cabin meals.  Microwave and dishwasher safe.  Measures 11""Dia. ~"
679,2BG11326,moose-and-bear-parade-shower-curtain,Moose and Bear Parade Shower Curtain,"Give your bathroom a cabin update with the Moose and Bear Parade Shower Curtain.  Crafted with camping and forest icons in rust, tan, brown, cream and green, this shower curtain makes a beautiful accent. <ul><li>Heat transfer print on polyester</li> <li>70""W x 72""L</li> </ul> ~ Ships from the manufacturer. Allow 1 week. Cannot express ship."
680,2BG47341,pine-forest-geometrics-fingertip-towel,Pinecone Pair Fingertip Towel,"Create a rustic mood in your bathroom with the Pine Forest Geometrics Fingertip Towel, enhanced with embroidered pinecones on creamy terry. <ul><li>AppliquÃ© and embroidery with fabric trim on terry</li> <li>11""W x 18""L</li> </ul> ~ Ships from the manufacturer. Allow 1 week. Cannot express ship."
681,2OHME0181,longhorn-western-platter,Longhorn Western Platter,"Serve ranch guests in style with these melamine pieces in a clever paper plate design printed with longhorn and western designs and matching stoneware mugs. Dishwasher safe. Dimensions available online. Measures 16""Dia.. ~"
682,CF-WLBEADVKS,beadflkibl,Bear Adventure Fleece Blanket - King,"Made from plush, super-soft acrylic, the Bear Adventure Fleece King Blanket makes any bedroom feel like a rustic cabin getaway. Machine washable. Measures 99"" x 90"". ~"
683,ERSCP395,black-bear-half-round-braided-rug,Black Bear Half-Round Braided Rug,"Perfect for a kitchen or entry, this 100% natural jute braided rug features hand-stenciled black bears. ~"
684,DLART9711,birch-bark-square-tissue-box,Birch Bark Square Tissue Box,"A Black Forest Decor Exclusive - Handcrafted from natural birch bark with laced details, the accessories add a woodland element to your room. Measures 5Â½""W x 5Â½""D x 5Â½""H. ~"
685,LKRA8800,turquoise-cowboy-boot-vase,Turquoise Cowboy Boot Vase,"A Lone Star Western Decor Exclusive - Adorned with a fun, fanciful design, the resin Turquoise Cowboy Boot Vase holds your flowers with western style.  Measures 10""W x 4""D x 12Â½""H. ~"
686,LKRA8800,turquoise-cowboy-boot-vase,Turquoise Cowboy Boot Vase,"A Lone Star Western Decor Exclusive - Adorned with a fun, fanciful design, the resin Turquoise Cowboy Boot Vase holds your flowers with western style.  Measures 10""W x 4""D x 12Â½""H. ~"
687,DS11683,ds11683,Climbing Bears Table Lamp,"A Black Forest Decor Exclusive - Three lively bears try to climb their way to the top of the wonderful polyresin Climbing Bears Table Lamp with lifelike color and detail, topped with a laced paper shade with crackled finish.  Requires one 60-watt max bulb.  Measures 10""W x 7""D x 22""H. ~"
688,DS15056,turquoise-feather-lotion-pump,Turquoise Feather Lotion Pump,"Raised feathers, cord and turquoise stones embellish a dark brown faux leather texture on these polyresin accessories. 3 1/4âW x 3 3/4âD x 7 1/2âH"
689,VVCL1415R,horse-and-colt-table-lamp,Horse & Colt Table Lamp,A horse looks down at her colt on this resin sculpture lamp with a faux suede shade. Uses one 3-way 100-watt max bulb. A horse looks down at her colt on this resin sculpture lamp with a faux suede shade. Uses one 3-way 100-watt max bulb.
690,WL10311,large-metal-half-windmill-wall-hanging,Large Metal Half Windmill Wall Hanging,"Add a textured look to your homestead with this half windmill wall art. Made with naturally oxidized steel creating a unique half-toned finish. 60""W x 2 1/2""D x 30""H"
691,VXT0109,cowboy-rider-flush-mount-ceiling-light,Cowboy Rider Flush Mount Ceiling Light,"Exclusive - A metal art cowboy rides along a fence on this steel ceiling light in a burnished bronze finish with amber flake glass shade.  Uses three 60-watt max bulbs.  Measures 14""W x 14""D x 7""H. ~ Allow 1 week."
692,WL10306,large-metal-windmill-wall-hanging,Large Metal Windmill Wall Hanging,"Add a textured look to your homestead with this windmill wall art. Made with naturally oxidized steel, creating a unique half-toned finish. 40""W x 1 1/2""D x 40""H"
693,LKRA1397,antler-and-wood-mirror,Antler & Wood Mirror,"A Black Forest Decor Exclusive - Graceful resin faux antlers and rugged rope details adorn the distressed wood frame of the Antler & Wood Mirror.  Measures 14Â½""W x 2""D x 22Â½""H. ~"
694,DS21264,ds21264,Running Horses Fireplace Screen,"A Lone Star Western Decor Exclusive - Galloping horses in a mountainous scene highlight the Running Horses Fireplace Screen with a dark brown rust finish.  No cowboy's fireplace is complete without it.  Measures 40 1/2""W x  1/2""D x 33 1/2""H. ~ "
695,DS21968,stars-and-studs-metal-rectangle-tissue-box,Stars & Studs Metal Rectangle Tissue Box,"Exclusive - Dimensional stars and raised studs surround these western metal accessories in a dark golden brown powder coat.  Measures 10Â¼""W x 5Â½""D x 4""H. ~"
696,DS22084,metal-arrow-wall-door-mount-towel-rack,Metal Arrow Wall/Door Mount Towel Rack,"A Black Forest Decor Exclusive - Store towels in southwest style with the metal towel rack topped with crossed cast iron arrows in a burnished bronze finish. Wall or door mount. Measures 16""W x 5Â¼""D x 26Â¼""H. ~"
697,BN73691370,yuma-desert-valance,Yuma Desert Valance - CLEARANCE,"A diamond motif is layered in cream, turquoise and rust woven chenille on this stunning poly-rayon valance. Pattern placement may vary. 53""W x 14""H"
698,ERUBP313LARGE,black-bear-braided-utility-basket-large,Black Bear Braided Utility Basket - Large,"Organize your lodge with these handcrafted 100% natural jute baskets in brown, black and neutral with hand-stenciled black bear silhouettes and braided handles. ~"
699,HXWB3110,black-bear-hideaway-waste-basket,Black Bear Hideaway Waste Basket,"A Black Forest Decor Exclusive - Rustic wood textures, leather lacing and a burnished bear silhouette are crafted from cast resin to give the Black Bear Hideaway Waste Basket rugged detail.  Measures 8Â½""W x 7""D x 9Â¾""H. ~"
700,DBLED4397,bear-led-candle,Bear LED Candle,"A flickering LED light glows behind wildlilfe silhouettes on these twine-wrapped, flameless wax candles with a 5-hour timer.  Uses three AAA batteries (not included). ~"
701,CARJB61245,yukon-river-bear-and-moose-bed-set-queen,Yukon River Bear & Moose Bed Set - Queen,"Transform your bedroom with this luxurious woven chenille bedding in browns, red, black, tan and forest green with wildlife, canoes and leaves accented by faux leather, gimp trim and wooden buttons.  Bed sets include comforter, bedskirt, two shams and neckroll.  Dry clean. ~"
702,SF682406,rustic-juniper-wood-outlet-cover,Rustic Juniper Wood Outlet Cover,"A Black Forest Decor Exclusive - The natural grains and tones of juniper wood make these freeform switch covers a beautiful addition to your cabin.  Screws included.  Made in the USA.  Size may vary.  Measures 4""W x Â¼""D x 5 58""H. ~"
703,VVCFL1768,prairie-scroll-floor-lamp,Prairie Scroll Floor Lamp,Light your homestead in style with this metal scroll lamp in a dark brown finish with laced rawhide shade. UsesÂ one 3-way 100-watt max bulb.Â  Light your homestead in style with this metal scroll lamp in a dark brown finish with laced rawhide shade. UsesÂ one 3-way 100-watt max bulb.
704,VXVL55704BBZ,montana-vanity-4-light,Montana Vanity Light - 4 Light,"Light up your home with the Montana 4 Light Vanity.  This metal vanity light with bear and pine tree silhouettes has true cabin style.  Finished in burnished bronze with amber flake glass shades and uses four 100-watt max bulbs.  UL listed for damp locations.  Measures 33""W x 8""D x 14""H. ~ Ships from the manufacturer. Allow 1 week. Cannot express ship or ship to Alaska."
705,DS12850,metal-running-horse-wall-art,Metal Running Horse Wall Art,"Exclusive - Bring western spirit to a room with this metal wall art featuring a trio of galloping horses in a rust finish.  Measures 27Â¼""W x 12""H. ~"
706,DS13043,kissing-bear-salt-and-pepper-shaker-set,Kissing Bear Salt & Pepper Shaker Set,Two bears steal a kiss in this polyresin holder with glass and metal salt and pepper shakers. ~
707,DS13392,horseshoe-toilet-paper-stand,Horseshoe Toilet Paper Stand,Outfit your bathroom in western style with this wood and metal tissue holder with horseshoe and star accents. Outfit your bathroom in western style with this wood and metal tissue holder with horseshoe and star accents.
708,PD53053XB218,mountain-majesty-bath-towels,Mountain Majesty Bath Towel,"Jacquard-woven in three classic patterns, these 100% cotton towels bring southwest luxury to your bath. Machine wash. 30âW x 58âL"
709,PK46347,high-country-valance,High Country Valance,"Outdoor icons woven into brick red, tan and brown plaid give the cotton rod pocket High Country Valance true lodge style.  Machine wash.  Measures 72""W x 14""H with 2"" rod pocket. ~"
710,RE566,pinecone-single-switch-plate,Pinecone Single Switch Plate,"Raised, realistic pine boughs and bark textures give these hand-painted polyresin switch covers woodland style.  Measures 4""W x Â½""D x 5""H. ~"
711,CE444323029,in-the-woods-fox-hooked-pillow,In the Woods Fox Hooked Pillow,"Give your bedroom a warm, inviting look with the prewashed cotton quilt bedding featuring burgundy and red plaid with vermicelli stitching. Cotton fill. Machine wash, spot clean pillows. Dimensions available online. Measures 18""W x 18""L. ~ Ships from the manufacturer. Allow 1 week. Cannot express ship."
712,HXLD3110,black-bear-hideaway-bath-set-4-pcs,Black Bear Hideaway Bath Set (4 pcs),"A Black Forest Decor Exclusive - Rustic wood textures, leather lacing and burnished bear silhouettes are crafted from cast resin to give the Black Bear Hideaway Bath Set rugged detail.  Four piece set includes lotion dispenser (4""W x 2Â¼""D x 6Â¾""H), toothbrush holder (4Â¼""W x 2Â½""D x 4""H), soap dish (5Â¼""W x 4""D x 1 1/8""H) and tumbler (3 1/8""Dia. x 4Â½""H). ~"
713,HXWB2010,rustic-star-waste-basket,Rustic Star Waste Basket,"A rustic brown finish gives these metal accessories with star and rope details an authentic western look.  Measures 11""W x 11""D x 12""H. ~"
714,CVRUS54BR,forest-wildlife-waste-basket,Forest Wildlife Waste Basket,"Exclusive - Bring elegance to your lodge bath with these resin accessories featuring raised wildlife scenes and a beautiful bronze and brown finish with laced details.  Measures 9 2/3""Dia. x 11Â½""H. ~"
715,2DD25655,moose-and-bear-lodge-stoneware-moose-salad-plate,Moose Lodge Stoneware Salad Plate,"An earthy red glaze with a moose forest scene makes the Moose and Bear Lodge Stoneware Moose Salad Plate the perfect complement to cabin meals.  Microwave and dishwasher safe.  Measures 8Â¼""Dia. ~"
